10,nnng,nlgl,nnlg,nngn,nggn,ngnn,nngn,nlln,nnnl,ngnn,nlnn,nnnn,ngnn,nnnn,nnnl,lnng,nnll,nnnl,lnnn,nnnl,nlnn,ngnn,lgnl,nlln,nnnn,ngnl,gnng,nlnn,nnnn,ngnn,lgnn,glll,nnnl,nlnn,nnnl,nnnn,nnln,nnnl,gnnn,nnnn,nnnn,ngnn,nnnl,ngnn,nlnn,gnnn,ngnn,nnnl,nnln,gnnl,gnnn,nnnn,nnnn,lggn,gnnn,nnnn,nngn,lgnn,nngl,nnnn,nnlg,nlnn,nnnn,nggg,lgnn,nnnl,ggnn,glnn,lgln,ggnl,nlll,nnng,ngln,nnnn,nnnl,nnnl,nlll,ggnl,nggg,gnnl,nnll
11,nngn,nggn,nlln,nnlg,nnng,nngn,ngnn,nlgl,nnnl,lggn,nlln,nlnn,nnnn,gnng,nnll,lngn,ngnl,ngnn,ngnn,nnnl,lgnn,lnng,nnln,ngnn,nnnn,gnng,lgnl,ngnn,nnll,nnnl,nlnn,glll,nnnn,ngnn,lgnl,nnnl,nnln,ngnn,gngn,nnnl,gnnl,nnnl,nlnn,nnnl,ngnn,gnnn,nnnn,ngln,lgnn,nnnn,nnnl,nnlg,ngnn,nngl,nnnn,nnnn,gnnn,nngn,nnnl,gnnn,nnnl,lnnl,nlnn,nnnl,lgln,gnnl,nnnn,nnll,nlll,nggg,ggnl,glnn,nnnl,glnn,nggg,nlnn,lgln,nnnl,nnnn,nnng,gnnl
12,nlgl,nggn,ngnn,nlln,nnng,nnlg,nngn,nnnl,nngn,ngnn,nnnl,nlnn,ngnn,nnll,nlln,nnnn,nnnn,lgnl,nnnn,nnnn,ngnn,ngnn,nnnl,nnnl,nnnl,nnll,glll,lggn,nnnl,nnnn,lnng,ngnn,nnnl,nlnn,lgnl,nnll,nnnn,nnnl,ngln,nnnl,nnnl,gnnn,gnnn,nnnn,ngnn,nnnl,nnnn,gnnn,nngn,nnnl,nnnl,nlnn,ngnn,lggn,gnnn,nlnn,nngn,nnnn,ngnn,nngl,nnnl,lggn,nnnn,nnnn,nlll,nnnl,ngln,lnng,gnnl,lgnn,ggnl,glng,nggg,lgnn,glnn,nlnn,lgln,nnnn,gnnl,lnng,nlll
13,nlgl,nngn,ngnn,nnng,nnlg,nlln,nggn,nngn,nnnl,nnnn,nnnl,ngnn,ngnn,nnln,nnll,lnng,nnnl,nnnn,nlnn,nnnn,nnnn,lngn,ngnn,nlln,nlnn,nnll,ngnl,ngnn,ngnn,nnnn,nlnn,lgnl,nnnl,nnnl,glll,nnll,nnlg,nnnl,gnnn,ngln,nngl,nnnn,nnnn,ngnn,ngnn,nnnl,nlnn,nnnn,nnlg,ngnn,gnnn,gnnn,nnnn,nnnn,gnnn,nnnl,nlnn,nnnn,ngnn,nnnl,nngn,lggn,nnnn,nnnn,nlll,glnn,nnnl,ggnl,gnnl,lgnn,glng,lnng,ggnn,nggg,nnnl,lgnn,lnng,glnn,nnnn,nlll,ggnl
14,nnnl,nnlg,nlgl,nggn,nngn,nlln,ngnn,nnng,nngn,lngn,ngnn,lgnn,nlnn,ngnl,nnnn,nnnn,lgnl,glll,ngnn,nlnn,lggn,lnng,nnnl,nnll,ngnn,ngnl,nnln,lnng,nnnn,nnnl,lngn,gnng,ngnn,nlnn,nnln,nnll,nnln,nnnl,nnnn,ngnn,nlnn,nnnl,gnnn,nnnn,ngnn,nnnn,lgnn,gnnn,nnln,nngl,nnnl,nngn,nlnn,lggn,nnnl,nnnn,gngn,nnlg,ngnn,gnnn,nlnn,ngnn,nnnn,ngln,ggnl,nggg,nnnn,lgln,nnnl,nnnn,nnll,gnnl,ggnn,nnnl,nnnl,lgnn,nlll,ggnl,glnn,glng,nnng
15,nnnl,nnng,nngn,nlln,nggn,ngnn,nnlg,nngn,nlgl,ngnn,nnnl,nnnn,lnng,nnln,ngnn,nlnn,nnnn,nnll,nnnn,nlln,lgnn,ngnn,nnnl,nnnn,ngnn,gnng,nnln,ngnn,nlnn,nnnl,lggn,glll,nnnl,lgnn,gnng,ngnl,nngn,nnnn,nnlg,nnnl,nnnn,nnnl,lgnn,nlnn,gnnl,nnnn,nnnl,ngln,lgnn,nnnl,gnnl,nngn,nnnl,nnnn,gnnn,nnnl,nngn,nnnn,nngl,gnnn,nlnn,nnnn,nnnn,nnnl,nggg,nnnn,nnnn,lgln,nnnl,ggnl,glnn,gnnl,nnnl,nnnn,nnnl,nlnn,gnnl,glnn,nnnn,nnll,glng
16,nngn,nggn,ngnn,nnng,nngn,nlln,nnnl,nlgl,nnlg,ngnn,nnnn,nlnn,ngnn,gnng,nlln,lngn,lgnl,nnll,lngn,nlnn,lnng,ngnn,nnln,nnll,nnnn,gnng,gnng,nnnn,nnnl,nnnn,lgnn,ngnl,nnnl,nlln,nngg,ngnn,nnnn,nnnl,gngn,lgnn,nlnn,ngnn,nnnl,lnnl,gnnl,nnnl,nlnn,nngn,gnnn,nnnn,nnnn,lgnn,lggn,nnnl,lgnn,nnnl,gnnn,ngln,ngnn,nnnl,nnnn,nnnl,nnnn,ggnn,nnnn,nnnl,nnnn,nnll,ggnl,glnn,glng,lnng,nnnl,nlll,glnn,nnnl,nnng,nggg,lgnn,ggnl,gnnl
17,nnnl,nnng,nggn,nngn,nnlg,nlln,nngn,nlgl,ngnn,lnng,nnnl,ngnn,ngnn,nnnn,nnll,nlnn,nnln,nnnl,lnnn,nnnl,nlnn,nlnn,glll,ngnn,nnnn,nngg,ngnl,ngnn,nlln,nnnn,ngnn,ngnn,nnnl,lgnn,lgnl,nnln,nnln,nnnn,gnnn,nnnl,ngnn,nlnn,nnnl,nnnn,ngnn,nnnn,nnnl,nnlg,nnln,nnnl,ngnn,gnnn,ngnn,nlnn,nngn,nnnl,nlnn,nnnn,gnnl,nnnl,nnnn,lnnl,ngnn,ngln,nnnn,nnnn,ggnn,nnll,nggg,nnnl,ggnl,lgln,nlnn,nggg,lgnn,nnnl,lgln,nlll,gnnl,glnn,nnng
18,nnng,ngnn,nngn,nnlg,nnnl,nlgl,nlln,nngn,nggn,ngnn,ngnn,nlnn,nnnn,nnnn,nnnl,lgnn,glll,ngnl,nnnn,nlln,nnnl,ngnn,nnll,ngnn,nlnn,nngg,nnnl,nlnn,nlnn,lgnn,lnng,ngnl,nnnn,nnnn,nnnl,ngnn,gnnn,gnnl,ngnn,gngn,ngnn,nnnl,nnnl,nnnl,nngl,nnnn,nnnl,lgnn,nnnl,gnnl,nnnl,nngn,nnnn,nlnn,nnlg,nngn,gngn,nnnn,nlnn,nngl,gnnn,ngnn,nnnn,nlnn,nggg,nnnl,ggnn,lgln,glnn,nnnn,nnll,nlll,nnnl,nlll,nnnl,nlnn,nnng,nggg,nnnl,glnn,gnnl
19,nngn,nnng,nggn,nlln,nnlg,nnnl,nlgl,nngn,ngnn,nnnn,lgnn,ngnn,lnng,gnng,nnnl,nnnl,nnln,nnnn,lnng,nnnl,nlnn,lggn,ngnn,nnll,nnnn,lgnl,nnnl,nlnn,nlnn,nlln,ngnn,nnnn,ngnn,nnnl,nnll,ngnl,lgnn,nnnn,nnlg,nnnl,gnnl,nnnl,ngnn,nlnn,nnnl,nnnl,gnnn,nngn,nnnn,nlnn,nnnl,gngn,ngnn,nnnn,nngn,lgnn,nnnl,gnnn,nnnl,nlnn,nnnl,lggn,nnnn,ngln,nnnl,lgnn,nnnn,lgln,gnnl,nnnn,ggnl,glng,nnnn,nlll,ggnl,ngln,nnll,nggg,lgln,gnnl,lnng
20,nlgl,nnng,nngn,nnnl,nggn,nnlg,nngn,nlln,ngnn,ngnn,nlnn,lgnn,ngnn,lgnl,nnnl,nnnl,glll,nnnn,lngn,nlnn,nnnl,lgnn,nnnn,nlln,nlnn,gnng,gnng,lnnn,nnnl,nlnn,ngnn,glll,nnnn,nlnn,nngg,ngnn,nnlg,gnnn,nnnl,ngnn,nngl,nnnn,nlnn,nnnl,gnnl,nngn,nnnn,ngln,gnnn,nnnl,nnnl,nnnl,ngnn,lggn,nnln,nlnn,gnnn,lgnn,nnnl,ngnn,nnnn,lnnl,nnnl,nnnn,lgnn,gnnl,nnnl,ggnl,nlll,nggg,glnn,lgln,nnnn,glnn,nggg,nnnl,nnng,lgnn,gnnl,ggnl,lnng
21,ngnn,nnlg,nlgl,nnnl,nngn,nlln,nnng,nngn,nggn,ngnn,nnnn,nlnn,lnng,nnll,nnnn,nlnn,nnnl,ngnl,lggn,nlnn,lngn,ngnn,ngnn,nnnl,nlln,nnll,nnln,lngn,nnnn,nnnn,ngnn,lgnl,nnnl,lgnn,ngnl,glll,nnlg,nlnn,nnnl,gnnn,ngnn,gnnn,gngn,nnnl,nnnn,nnln,nnnn,gngn,nnlg,nlnn,nnnl,gnnn,ngnn,ngnn,nnnn,gnnn,nngn,nnnl,nnnl,nlnn,lgnn,nnnn,nnnn,nggg,nnnn,nnnl,ggnn,nlll,ggnl,glnn,lnng,nnll,nnnl,lgnn,glnn,nnnl,nggg,nnnn,nnnn,gnnl,ggnl
22,nngn,nggn,nnnl,nlln,nnng,nlgl,ngnn,nngn,nnlg,nnnn,nnnl,lggn,lngn,ngnn,nnll,lnng,nnln,gnng,lnnn,nlln,lngn,ngnn,nnln,gnng,nlnn,nngg,ngnn,ngnn,ngnn,lgnn,lggn,glll,nnnl,nlnn,gnng,lgnl,nnnn,ngnn,lgnn,nnnl,nnnl,nnnl,gnnn,nnnn,nlnn,gnnn,gnnn,nnnl,nnnn,ngnn,nnnl,nngn,lggn,nngl,lgnn,nnnl,nnlg,ngln,gnnl,ngnn,nnnn,nnnn,nnnl,nlnn,lgln,nnnn,nnnn,nnll,glnn,nggg,lnng,gnnl,ggnn,nlll,nnnl,nggg,lgln,nnnn,glnn,nnll,ggnl
23,nnng,nngn,nlln,nggn,nnlg,nnnl,nngn,nlgl,ngnn,lnng,nnnn,nlnn,ngnn,lgnl,nnll,lngn,ngnl,nnnn,lnnn,ngnn,nnnl,lngn,glll,nnnn,nlnn,gnng,nnln,ngnn,nnnn,nnnl,nlnn,ngnn,nlln,lgnn,lgnl,ngnl,nnnn,nnnl,ngln,nnln,gnnl,nnnl,ngnn,nnnn,ngnn,nnlg,nnnl,gngn,nngn,nngl,gnnn,nnnn,ngnn,nlnn,nnnn,nnnl,lgnn,nnnl,ngnn,nnnl,nlnn,nnnl,ngnn,nnnl,nlll,gnnl,nnnl,nggg,ggnl,glnn,nnll,nnng,nlnn,nnnl,lgnn,ngln,nlll,nnnn,nggg,gnnl,lgln
24,nnnl,nlln,nngn,nggn,nnlg,ngnn,nngn,nnng,nlgl,lnnn,nnnl,lggn,nlnn,lgnl,nlln,nnnl,gnng,ngnn,ngnn,nlln,nnnn,lngn,ngnn,nnnn,nlnn,lgnl,nnll,nnnn,nnnn,nlnn,ngnn,glll,nnnl,nnnn,nnll,ngnl,nnnn,ngnn,gnnn,nnlg,nngl,nnnl,lgnn,nlnn,nnnl,gnnn,nnnl,nnlg,nngn,nnnl,gnnn,nnnl,nnnn,gnnl,gnnn,nnnn,nlnn,nnln,ngnn,nnnl,nnnl,lggn,ngnn,ggnn,glnn,nnnl,lgnn,ggnl,nnnn,nnnl,nlll,glng,nggg,nlll,lgnn,nnnl,gnnl,glnn,nnnn,ggnl,lgln
25,nnnl,nnng,nngn,nlln,nngn,nnlg,ngnn,nlgl,nggn,ngnn,nnnl,lgnn,ngnn,glll,nnnl,nnnn,lgnl,nnnl,lnng,nlnn,lngn,ngnn,nnll,nnnn,ngnn,nnln,ngnl,lggn,nnll,nlnn,ngnn,gnng,nlln,nlnn,nnnl,ngnn,gnnn,nlnn,lgnn,ngnn,nnnn,nnnl,nnnl,lnnl,nnnl,nnln,nnnn,nnlg,nnnl,nnnl,gnnl,lgnn,ngnn,nlnn,nnnn,gnnn,nngn,nnnn,nnnl,nngl,nlnn,ngnn,nnnn,nnnl,nggg,nnnl,nlnn,lgln,nnnn,nnnn,glnn,gnnl,ngln,nlll,nnnl,nnnl,gnnl,nggg,ggnl,nnng,nnll
26,nnlg,ngnn,nngn,nlln,nggn,nnng,nlgl,nngn,nnnl,lnng,nlnn,lggn,lnnn,ngnl,ngnn,nlnn,nnnl,gnng,nnnn,ngnn,nnnn,lngn,nnln,nlln,nnnn,nnll,ngnl,nlnn,nlnn,nlln,ngnn,nnnn,nnnl,nnnl,gnng,nnll,lgnn,gnnl,nnnl,nnlg,nnnn,nnnl,gngn,ngnn,nlnn,nnnn,ngnn,nnlg,ngln,nngl,gnnn,nnnn,nnnn,gnnl,gnnn,nnnl,nnnn,nngn,nnnn,nngl,lgnn,nlnn,nnnn,ggnn,nnnl,nnnl,nggg,ggnl,glnn,lgnn,nlll,nnng,nnnl,nggg,nnnn,nnnn,lnng,lgln,ggnl,glnn,gnnl
27,nngn,nnng,ngnn,nggn,nngn,nlgl,nnlg,nnnl,nlln,nlnn,nlnn,lnng,lggn,ngnl,ngnn,lngn,gnng,nnll,ngnn,nnnn,lngn,lgnn,nnln,nlnn,nnnn,glll,ngnn,lngn,nnnl,nlnn,ngnn,nnnn,nnnn,lgnn,lgnl,glll,nnln,nlnn,ngnn,nnnn,nngl,gnnl,gngn,lggn,ngnn,lgnn,nnnl,gngn,ngln,nnnn,nnnl,nnnn,ngnn,gnnl,gnnn,nnnn,lgnn,gnnn,nnnn,ngnn,nnnl,lnnl,lggn,nnnl,ggnl,glnn,nnnl,nggg,nlll,nnnl,nnng,gnnl,ggnn,nnnn,nnnl,ngln,lnng,lgnn,nggg,ggnl,nlll
28,ngnn,nnlg,nnng,nlln,nngn,nggn,nlgl,nnnl,nngn,lngn,nlln,ngnn,ngnn,nnln,nnnn,nnnn,lgnl,nnll,nnnn,nlnn,nnnn,lnng,ngnn,nnll,nnnn,ngnl,nnnl,nlnn,nnnl,nnnn,ngnn,nnll,nlln,nnnl,nngg,gnng,gnnn,gnnn,nnnl,ngnn,nnnl,gnnl,nnnn,nnnn,nnnn,nnnn,ngnn,nnlg,lgnn,nnnn,nnnl,gnnn,lnnl,nlnn,lgnn,nnnl,nnnn,gnnn,ngnn,nnnn,nnnl,nlnn,lggn,ggnn,lgln,nnnl,lgnn,nggg,glnn,nnnn,ggnl,nlll,ngln,nnnn,ggnl,nnnn,lnng,lgln,lgnn,glng,gnnl
29,nnnl,nnlg,nnng,nngn,nggn,nlln,ngnn,nlgl,nngn,nnnn,lgnn,lnng,nlnn,ngnl,nnnl,ngnn,gnng,nnnn,ngnn,ngnn,lngn,lggn,glll,nnll,nnnl,nnln,lgnl,ngnn,nlnn,lgnn,lnng,lgnl,nnnl,nnnl,nngg,gnng,gnnn,nlnn,nnlg,lgnn,ngnn,nnnn,nnnn,nnnn,nngl,nngn,nnnl,lgnn,nnnl,gnnl,nnnl,nlnn,nnnn,lggn,nnnl,nngn,nnnl,nnlg,nnnl,nlnn,lgnn,ngnn,nnnn,ngln,nggg,nnnn,nlnn,nnng,gnnl,lgln,nnll,lnng,nnnl,ggnl,nnnn,nnnl,nnll,nggg,gnnl,glnn,nlll
30,nlgl,nnlg,ngnn,nggn,nngn,nngn,nnng,nnnl,nlln,nlnn,nnnn,lggn,ngnn,lgnl,nlln,ngnn,nnnl,nnll,nnnn,ngnn,lngn,lggn,nnln,nnll,nlln,ngnl,gnng,lngn,nlln,ngnn,lgnn,gnng,nnnl,nlnn,nngg,ngnl,nnnl,nnnn,lgnn,nnln,nnnl,ngnn,gnnn,nlnn,nnnn,nngn,nnnl,nnlg,nnnn,nlnn,gnnl,lgnn,lnnl,nnnl,nnnn,gnnn,nlnn,nnnn,nngl,nnnl,nnlg,ngnn,ngnn,ngln,lgnn,nnnl,nnnl,gnnl,nggg,nnnn,nnng,ggnl,nggg,gnnl,nnnn,nlnn,nnng,glnn,lgnn,lgln,lnng
31,nlln,nnnl,nnng,ngnn,nlgl,nngn,nngn,nnlg,nggn,ngnn,lgnn,nnnl,nnnn,ngnn,nnnn,nlnn,nnnl,glll,lngn,nlln,ngnn,nlnn,ngnl,gnng,nlnn,nnll,nnnn,lnnn,nnnn,nnnl,lnng,lgnl,nnnl,nnnn,gnng,nnln,nnnn,nnnl,ngln,lgnn,nngl,nnnl,ngnn,nnnn,gnnl,nnnn,nnnl,lgnn,gnnn,ngnn,nnnn,nnlg,nlnn,nngl,nngn,nnnn,nnnl,nnlg,nnnl,nlnn,gnnn,ngnn,nnnn,ngln,ggnl,nnnl,ggnn,nggg,lgnn,nnnl,nlll,nnng,nnnl,nggg,nnnn,nnnn,ggnl,lgln,lgnn,gnnl,glnn
32,nnnl,nnng,nnlg,nlgl,nngn,ngnn,nggn,nlln,nngn,lnng,lgnn,ngnn,ngnn,nnnn,nlnn,nlnn,ngnl,nnnl,ngnn,nnnl,nlnn,ngnn,ngnl,nnnl,nlln,nngg,nnll,lngn,nnnl,nnnn,lgnn,glll,ngnn,nlnn,nnln,gnng,nnln,gnnn,ngln,gnnn,nnnl,ngnn,nnnl,nnnn,lggn,nnnl,nnnn,nnnn,nnln,ngnn,nnnl,nngn,ngnn,nlnn,nnlg,nnnn,gnnn,nngn,nngl,gnnn,nnnn,nlnn,nnnn,ggnn,lgln,nggg,ngln,nnng,nnnl,ggnl,nnll,nlll,nnnn,nnnl,lgnn,nnnn,lgln,ggnl,glnn,glng,gnnl
33,nngn,nlln,nnnl,nlgl,nngn,ngnn,nnng,nnlg,nggn,ngnn,lgnn,lggn,ngnn,lgnl,nnnl,lngn,nnln,glll,ngnn,nnnl,lnng,lggn,nnln,nnnl,lgnn,gnng,lgnl,nlnn,nlln,nnnn,lgnn,nnnl,ngnn,nnnl,gnng,nnnn,nngn,gnnl,gngn,nnln,nnnl,gnnn,nlnn,lnnl,nnnl,nnnl,lgnn,nnlg,nnnn,ngnn,nlnn,nnnl,ngnn,nnnn,nnln,nngn,lgnn,gnnn,nngl,nnnl,nnnn,nlnn,lggn,ngln,nlll,lgnn,nnnn,lnng,gnnl,nggg,lgln,ggnl,nnnl,nnnn,ggnl,ngln,nggg,lgln,nnnn,gnnl,nnll
34,nnlg,nngn,nlgl,nlln,nngn,nnng,ngnn,nnnl,nggn,lnnn,nnnn,nlnn,lnng,nnln,ngnn,nnnl,nnnl,nnnn,lngn,nlnn,lggn,ngnn,gnng,nnll,nlnn,gnng,glll,lggn,nnnl,nlnn,lngn,lgnl,nlln,ngnn,gnng,nnll,nnln,nlnn,gnnn,nnnl,nnnn,gnnn,ngnn,lggn,nnnl,lgnn,nnnl,gngn,nnnn,ngnn,nnnl,gnnn,nlnn,nnnn,nnnn,nngn,nnnl,lgnn,nnnl,gnnl,nlnn,nnnn,nnnn,nnnn,lgln,glnn,ggnn,lnng,nlll,nggg,nnll,ggnl,nnnl,ggnl,nggg,nnnn,nnll,lgln,nnnn,gnnl,glnn
35,nggn,nnlg,nnng,nngn,nnnl,nlgl,nngn,nlln,ngnn,nnnn,lgnn,ngnn,lggn,nnnl,gnng,nnnl,nnln,glll,nlnn,nlln,lngn,ngnn,nnll,nlnn,nnnn,gnng,ngnn,lnnn,ngnn,nnnn,nnnn,glll,nnnl,nlnn,nngg,ngnl,gnnn,gnnl,nnnl,nnnn,nnnl,ngnn,gngn,lnnl,ngnn,nnlg,ngnn,nnnn,nnnl,ngnn,nnnn,nnnl,nlnn,gnnl,gnnn,nnnl,nnnl,ngln,ngnn,nnnl,lgnn,nnnn,nnnl,nnnn,nlll,glnn,nggg,lgln,lgnn,nnnl,ggnl,gnnl,ggnn,nggg,nnnl,nlnn,nnng,nlll,lgnn,glnn,lgln
36,nlln,nnnl,nngn,ngnn,nggn,nnlg,nnng,nlgl,nngn,lggn,lgnn,nnnl,nlnn,glll,ngnn,nnnn,nnnl,lgnl,ngnn,nlln,nnnn,nnnn,nnnn,nnnl,nnnl,nnll,nnln,ngnn,nnnl,nnnn,ngnn,ngnn,nnnl,lgnn,lgnl,glll,nnnn,nnnl,ngln,ngnn,nnnn,nnnl,gnnn,nnnn,ngnn,nnnl,nnnn,nnnl,ngln,gnnl,gnnn,nnnn,lggn,ngnn,gnnn,nngn,nnnl,lgnn,nnnl,nnnl,nnnn,nnnl,ngnn,nlnn,lgln,nnnn,nnnn,nnll,gnnl,nnnl,glng,glnn,ngln,nggg,nnnn,nlnn,nlll,nnnl,lgln,gnnl,nnll
